Country Code  Light point per sqkm  Avg light prsqkm  light mean  PBI 2013  area_km2  Mean/area
IRQ 0.095 0.345561963 16.46583028 15.70551696 421417.9088 0.03907245
ISL 0.022 0.088192163 14.9675588  42.03529262 195731.6773 0.076469783
ISR 0.538 3.93054801  31.11711283 32.49062074 19635.93876 1.584702072
ITA 0.447 1.223814321 21.93860115 35.07497281 331005.2785 0.066278705
JAM 0.235 1.272556801 11.07111889 8.892581378 9425.11956  1.174639624
JEY 0.695 1.999011547 24.54185022 8.892581378 154.0761485 159.2839025
JOR 0.095 3.102098116 18.95059304 11.78246707 84479.27507 0.224322392
JPN 0.335 1.035408237 19.42103422 36.22334067 380954.0873 0.050979986
KAZ 0.014 0.072636337 11.9104267  23.21388122 3297123.842 0.003612369
KEN 0.006 0.036843304 10.38835341 2.838379066 473084.6054 0.021958764
KGZ 0.022 0.129204626 10.34064827 3.22389529  215139.3561 0.048064884
KHM 0.011 0.063852425 10.74529667 3.051024937 151505.6012 0.070923429
KIR 0.046 0.037407185 4.914285714 1.749908488 935.6491318 5.252274114
KNA 0.473 1.438115949 16.77777778 21.25988956 250.3275207 67.02330503
KOR 0.526 1.381216754 22.86443696 33.08908003 98407.43646 0.232344605
KWT 0.469 1.157997915 24.28524826 76.88609721 15618.33554 1.554919101
LAO 0.008 0.040429803 12.40462428 4.960969827 196834.9912 0.063020422
LBN 0.433 3.491149427 21.47203397 17.073903 9959.470577 2.155941302
LBR 0.005 0.020431499 8.83915212  0.844243544 78506.2331  0.112591724
LBY 0.014 0.056454978 14.95308105 20.20478541 1473492.73  0.010148052
LCA 0.392 2.163629775 16.57604307 10.48591339 532.4385962 31.13230931
LIE 0.735 2.376590509 26.54964539 0 207.8607981 127.7280066
LKA 0.130 0.855939391 9.101354839 9.737747574 54326.2765  0.167531357
LSO 0.013 2.575906901 10.61270296 2.544100763 28436.58673 0.373205936
LTU 0.077 0.383998941 12.00876746 25.71473279 92078.37891 0.130418971
LUX 0.618 1.451885636 23.81734672 91.04758888 3224.083141 7.387323987
LVA 0.056 0.234289038 13.99201471 22.53361214 95143.16243 0.147062746
MAC 0.000 0 63  140.644395  5.961300575 10568.16364
MAF 2.130 1.498989486 45.46575342 0 48.69947433 933.5984433
MAR 0.046 0.234503358 12.08309217 7.107675173 384595.7725 0.031417642
MCO 10.603  1.428068712 59.4  0 14.00492836 4241.364074
MDA 0.077 0.578908831 7.965880625 4.692159207 39995.93505 0.199167256
MDG 0.001 0.005088994 11.25894575 1.413980043 510710.0156 0.022045673
MDV 0.362 0.488746559 11.85714286 13.55573731 114.5788118 103.4846031
MEX 0.062 0.316619739 12.02569468 16.20058206 1741761.274 0.00690433
MHL 0.160 0.037659748 12.75 3.889684831 106.2141999 120.0404467
MKD 0.098 0.545285765 10.79924041 12.46835744 27523.18317 0.392368875
MLI 0.001 0.003877243 14.43022975 1.513931288 1066479.338 0.013530717
MLT 1.233 1.424851075 48.45351044 29.12682662 369.8632153 131.0038642
MMR 0.012 0.072224652 9.897081559 0 582114.2618 0.017001957
MNE 0.089 3.13515536  14.16171101 14.13561785 15169.90214 0.933540037
MNG 0.001 2.652388124 12.13209895 11.11315787 1844333.021 0.006578041
MNP 0.192 0.637397517 15.6858006  0 519.2991678 30.20571104
MOZ 0.004 0.020569171 11.74814922 1.073354223 669837.389  0.017538808
MRT 0.001 0.002680635 14.09377593 3.713640697 899040.6374 0.015676461
MSR 0.366 0.512512944 7.86  3.713640697 97.55851158 80.56703483
MTQ 0.744 1.406129188 31.21223287 3.713640697 965.0606865 32.34224884
MUS 0.000 0 16.61927982 17.71365636 1877.199608 8.853229965
MWI 0.009 0.039507107 12.77271564 0.790025986 98893.59852 0.129156142
MYS 0.107 0.333905798 19.19526541 23.53680778 267821.0454 0.071671983
MYT 0.428 1.392278144 13.22648752 23.53680778 374.2068366 35.34539252
NAM 0.002 3.240344956 9.304842225 9.405250662 723091.5324 0.012868139
NCL 0.028 0.170433716 9.784437434 0 16739.64554 0.584506847
NER 0.001 0.005446239 10.13172779 0.900151134 1006382.598 0.010067471
NFK 1.073 2.348247702 5.153846154 0.900151134 46.84343986 110.0227944
NGA 0.031 0.141300287 13.19246506 5.628190574 748951.0613 0.017614589
NIC 0.020 0.104572039 11.50201559 4.682973522 106749.3772 0.107747847
NIU 0.113 0.050713505 4.454545455 4.682973522 216.904749  20.53687379
NLD 0.631 1.415958665 26.31018609 46.16209165 47098.12626 0.5586249
NOR 0.103 0.375468548 16.18041118 65.64016265 601088.963  0.026918497
NPL 0.009 0.063795218 8.179249653 2.241727706 135370.6476 0.060421146
NRU 1.370 2.08573212  14.30555556 2.241727706 23.4929498  608.929729
NZL 0.025 0.124343391 12.2911483  35.21708835 292190.8418 0.042065481
OMN 0.072 0.264849148 16.25682536 40.12167436 267744.8675 0.060717598
PAK 0.063 0.379763052 10.1533725  4.625720081 820651.188  0.012372336
PAN 0.051 3.316515065 12.31582331 19.71422491 61208.82794 0.201209919
PCN 0.000 0 0 19.71422491 47.78208399 0
PER 0.013 0.065707791 12.22540726 11.6995146  1065018.295 0.011479058
PHL 0.046 9.347282201 10.81101707 6.590796549 244923.1713 0.044140442
PLW 0.070 0.121788921 13.88235294 13.58773014 418.7573006 33.15130965
PNG 0.002 7.473915892 12.01551443 2.647334922 379131.909  0.031692174
POL 0.240 2.053082707 13.33714194 23.9943006  409140.8481 0.032597923
PRI 0.721 1.41969737  30.48042451 34.93767799 7898.16213  3.85917939
PRK 0.008 0.05181985  9.439767129 0 129274.7865 0.073020945
PRT 0.298 35.82545284 19.55245968 27.50923443 96012.85476 0.203644186
PRY 0.018 0.072673289 14.31827419 8.51383273  352096.3548 0.040665784
PSE 0.683 4.364930059 29.46757396 4.647233625 5974.895279 4.931897982
PYF 0.084 0.486194001 9.697138315 0 2587.444512 3.747766675
QAT 0.583 1.316551236 26.58502364 140.2960679 9960.873255 2.668945077
REU 0.402 1.191072439 20.25228185 140.2960679 2299.608244 8.806839995
ROU 0.111 0.694347765 9.558426254 18.97216195 274981.8027 0.034760214
RUS 0.021 0.095513755 13.40322374 25.03294989 29248017.87 0.000458261
RWA 0.019 0.082390534 12.89786223 1.566512691 20439.24128 0.631034296
SAU 0.061 2.9015026 18.05912897 50.58513843 1738369.974 0.010388542
SDN 0.004 0.018764859 11.84898095 3.974901731 2086559.83  0.005678716
SEN 0.008 0.044784754 11.14771029 2.243204155 164319.3125 0.067841753
SGP 9.990 1.431191198 62.82198142 80.2950278  451.3722563 139.1799796
SGS 0.000 0 5 80.2950278  5420.739639 0.922383352
SHN 0.000 0 5.732758621 80.2950278  370.0019436 15.49386083
SJM 0.000 0 0 80.2950278  261025.2146 0
SLB 0.003 47.58930259 7.07  2.110996431 23188.90885 0.304887136
SLE 0.004 0.015264928 11.00220022 1.899905579 59548.26498 0.184761054
SLV 0.142 2.588104729 12.28905793 8.083754255 17202.93599 0.714358173
SMR 2.323 1.451345369 49.60909091 0 75.79174632 654.5447667
SOM 0.001 0.002897943 10.75944334 0 520714.1989 0.020662858
SPM 0.172 0.316515676 20.05154639 0 306.4619144 65.42916248
SRB 0.174 0.802296073 13.02144144 13.01985119 98939.78384 0.131609762
STP 0.105 0.33932676  9.556962025 3.14379092  931.2557602 10.26244608
SUR 0.007 0.029619796 14.16604744 16.24657456 118130.456  0.119918672
SVK 0.194 0.929653807 12.53804915 26.49663129 59792.15011 0.2096939
SVN 0.220 2.834331339 12.55630888 28.85865172 23757.98449 0.528509011
SWE 0.100 0.41248779  14.24403006 44.6463695  786285.0922 0.018115605
SWZ 0.055 1.970321566 9.048278443 6.191044868 15510.15861 0.583377557
SYC 0.266 0.838551205 14.58404558 25.62679812 418.5790897 34.84179201
SYR 0.050 0.315306898 9.558068428 0 185669.8995 0.051478826
TCA 0.170 0.520503275 16.31413613 0 366.9525419 44.45843607
TCD 0.001 0.003016017 12.4487021  2.071628084 1072938.133 0.011602442
TGO 0.011 3.01666628  14.0112782  1.36806738  46929.28779 0.298561492
THA 0.127 0.526701619 14.43977368 14.29915059 431870.7059 0.033435409
TJK 0.021 0.119694632 10.14310864 2.541908254 147116.0375 0.068946315
TKL     0 2.541908254 16.50291329 0
TKM 0.023 0.108526995 12.83734183 14.00395431 491536.6906 0.026116752
TLS 0.016 0.081717708 8.63857868  2.161872111 12053.69105 0.716674971
TON 0.253 0.652081655 5.812356979 5.049745445 670.1614692 8.673069471
TTO 0.638 1.300133325 28.93425926 30.28530559 4153.420188 6.96636939
TUN 0.084 2.834969089 11.28563138 11.12426905 151891.2505 0.074300734
TUR 0.102 0.491748042 12.44898337 18.78869824 812023.5687 0.015330815
TUV 0.316 0.184859174 5125  3.645083563 43.27618598 118425.4084
TWN 0.469 0.899580734 31.27007627 3.645083563 32211.67253 0.970768477
TZA 0.003 0.014101006 11.33631089 2.460385828 770086.8903 0.014720821
UGA 0.005 0.022301206 12.3609845  1.720280033 196760.6575 0.06282244
UKR 0.076 0.484348101 9.378678598 8.614080317 735103.5329 0.01275831
UMI 1.094 0.477757319 4.578947368 13.55874065 39.76914484 115.1381903
URY 0.030 0.123023231 14.69668201 19.95555625 171244.0803 0.085823008
USA 0.003 0.402026122 15.9746114  52.98004363 11171483.04 0.001429945
UZB 0.039 0.199689294 11.80808729 5.167822288 483731.4908 0.024410417
VAT 0.000 0 0 5.167822288 0.337319601 0
VCT 0.337 1.03431936  11.07121662 10.51819889 325.8181304 33.97974386
VEN 0.057 0.220754045 15.36477766 18.27551654 746912.7021 0.020571049
VGB 0.516 1.404683279 16.53157895 18.27551654 135.261808  122.2191186
VIR 0.790 1.418601608 32.85348837 0 303.1154044 108.3860731
VNM 0.093 0.428937289 13.06147596 5.294358914 276609.199  0.047219962
VUT 0.012 0.054961131 11.83220339 2.986106639 10734.85913 1.102222511
WLF 0.386 0.46746157  4.953846154 14.41659904 139.0488635 35.62665691
WSM 0.037 0.117514348 7.173010381 5.683301329 2459.274171 2.916718463
YEM 0.023 0.14087248  9.918269326 3.784637633 357663.8962 0.027730698
ZAF 0.041 0.189822002 13.06576834 12.86667729 1131423.113 0.011548083
ZMB 0.004 0.018181031 14.48712785 3.743237455 628127.1862 0.023064004
ZWE 0.007 0.042507059 10.08577053 1.740008329 334626.7703 0.030140358
